高新区,【大学科技园】【朝南无遮挡带阳台】【年轻人最佳选择】,通和明镜台,面积：24.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：电厂路曙光路交叉口,1060
高新区,【大学科技园】【主卧大面积朝南】【全实木家具奢华主调】,通和明镜台,面积：18.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：电厂路曙光路交叉口,1080
高新区,悦如公寓 价格优惠 无中介费,兰寨新城,面积：10.00㎡,"['楼层：22/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：高新区长椿路与药厂街东200米,760
高新区,【悦如公寓】【交通便利】【可做饭】【视野广阔】,荣邦城（西雅图三期）,面积：16.00㎡,"['楼层：9/28层', '朝向：南', '户型：4室1厅1厨1卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：牡丹路与莲花街交汇处,880
高新区,【悦如公寓】【交通便利】【可做饭】【视野广阔】,荣邦城（西雅图三期）,面积：18.00㎡,"['楼层：9/28层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：牡丹路与莲花街交汇处,830
高新区,悦如公寓【全新家电】【可月付】【非中介】【新郑大，紧邻电子产业园【临近宇通】,升龙又一城2号院,面积：16.00㎡,"['楼层：19/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：科学大道与长椿路交叉口,800
高新区,【悦如公寓】特惠大单间】工大西门对面】女生合租】可月付】,谦祥万和城D区,面积：15.00㎡,"['楼层：11/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,830
高新区,【悦如公寓】【交通便利】【可做饭】【视野广阔】,荣邦城（西雅图三期）,面积：8.00㎡,"['楼层：9/28层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,,地址：牡丹路与莲花街交汇处,600
高新区,【悦如公寓】【家电齐全】【紧邻郑大】【地铁首发】非中介！可季付！,升龙又一城1号院,面积：18.00㎡,"['楼层：16/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：科学大道长椿路交叉口,860
高新区,悦如公寓 上班族首选 公寓式住宅 全新家具家电！可季付！,升龙又一城2号院,面积：15.00㎡,"['楼层：31/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：科学大道与长椿路交叉口,830
高新区,非中介 可月付 悦如公寓 家具家电全齐 随时看房 新房首租,谦祥万和城A区,面积：12.00㎡,"['楼层：19/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：长椿路莲花街交口北150米,680
高新区,非中介 可月付 悦如公寓 家具家电全齐 随时看房 新房首租,谦祥万和城A区,面积：12.00㎡,"['楼层：19/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,飘窗,地址：长椿路莲花街交口北150米,630
高新区,悦如公寓【工大西门对面】丹尼斯！非中介!全新家电!可月付!,谦祥万和城D区,面积：16.00㎡,"['楼层：7/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,930
高新区,悦如公寓【工大西门对面】丹尼斯！非中介!全新家电!可月付!,谦祥万和城D区,面积：16.00㎡,"['楼层：7/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,760
高新区,河南工业大学西门 家具家电全齐可月付免费看房,谦祥万和城A区,面积：11.50㎡,"['楼层：11/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：长椿路莲花街交口北150米,680
金水区,精装带卧室，空间面积大,诚工嘉园,面积：20.00㎡,"['楼层：17/32层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：中州大道白庄街交叉口东50米路北,1130
金水区,未来路福元路，丹尼斯BRT，温馨次卧,丰源官邸,面积：18.00㎡,"['楼层：13/31层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：未来路商城路交叉口东50米路北,1130
金水区,【悦如公寓】【曼哈顿广场附近】【民航地铁口】【非中介】(首次出租】{可月付}【南北通透】带个大阳台,滨河绿苑,面积：20.00㎡,"['楼层：15/32层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：英协路商城路交叉口西200米路北,1230
金水区,朝南带飘窗，主卧带独卫,豫军长基花园,面积：23.00㎡,"['楼层：34/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：北环路丰庆路交叉口向西200米,1200
金水区,悦如公寓【精装卧室带阳台】【东建材】非中介，随时免费看房,升龙凤凰城C区,面积：18.00㎡,"['楼层：22/32层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：郑汴路玉凤路交叉口,900
金水区,精装朝南带大飘窗，家电全,升龙凤凰城C区,面积：16.00㎡,"['楼层：22/32层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：郑汴路玉凤路交叉口,830
金水区,精装温馨卧室，采光好,升龙凤凰城C区,面积：12.00㎡,"['楼层：22/32层', '朝向：南', '户型：4室1厅1厨1卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：郑汴路玉凤路交叉口,900
金水区,【非中介】北三环经三名筑 精装朝南次卧 附近交通便利 可月付,经三名筑,面积：18.00㎡,"['楼层：2/32层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：金水区北环路中州大道交叉口向西600米路北,980
金水区,,海亮时代ONE,面积：35.73㎡,"['楼层：7/23层', '朝向：南', '户型：1室0厅1厨1卫']",风格：普通,入住时间：2019-04-17,独卫,地址：金水区花园路与宏康路交汇处西约700米,1700
金水区,,海亮时代ONE,面积：34.67㎡,"['楼层：7/23层', '朝向：北', '户型：1室0厅1厨1卫']",风格：普通,入住时间：2019-05-05,独卫,地址：金水区花园路与宏康路交汇处西约700米,1700
金水区,,白庙小区,面积：0㎡,"['楼层：8/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：,入住时间：2019-05-05,,地址：金水区东风路与文博西路交汇处,830
高新区,悦如公寓！非中介！可季付！临近大学科技园和宇通！全新家具家电齐全！,兰寨新城,面积：18.00㎡,"['楼层：27/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：纽约故事,入住时间：立即入住,,地址：高新区长椿路与药厂街东200米,860
高新区,【悦如公寓】【家电齐全】【一客一锁】【紧邻工大】,谦祥万和城A区,面积：19.00㎡,"['楼层：29/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：长椿路莲花街交口北150米,800
高新区,【悦如公寓】【家电齐全】【一客一锁】【紧邻工大】,谦祥万和城A区,面积：18.00㎡,"['楼层：29/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：长椿路莲花街交口北150米,830
金水区,超大卧房，朝南大阳台，出门即凯德广场，下楼即BRT,建业城市花园,面积：15.00㎡,"['楼层：2/7层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：郑汴路建业路北200米,1230
金水区,精装大卧室 新房 家具家电全齐 超大卧室,银基王朝三期,面积：20.00㎡,"['楼层：28/32层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：福元路英协路交叉口西200米路南,1030
金水区,主卧带独卫，朝南带大飘窗,天平花园,面积：28.00㎡,"['楼层：5/6层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：建业路福元路向南200米路西,1380
金水区,面积大 地铁口 楼下是家乐福,名门盛世,面积：20.00㎡,"['楼层：18/27层', '朝向：东南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：金水路玉凤路向南200米路东,1280
金水区,带飘窗 步行到CBD 地铁口,绿城水岸二期,面积：15.00㎡,"['楼层：6/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,飘窗,地址：金水路建业路交叉口向东50米路南,1060
金水区,,豫武康居花园,面积：10.28㎡,"['楼层：19/25层', '朝向：东', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：2019-04-28,,地址：丰庆路三全路交叉口向北200米,1030
金水区,,天地湾晴苑小区,面积：7.00㎡,"['楼层：4/20层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：2019-05-05,,地址：花园路英才街,743
金水区,,汉飞城市公园,面积：8.00㎡,"['楼层：2/7层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：2019-05-09,,地址：宏明路与柳西路汉飞城市公园,650
金水区,,白庙小区,面积：18.00㎡,"['楼层：16/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：阳光橙,入住时间：2019-04-24,,地址：金水区东风路与文博西路交汇处,800
金水区,,中海锦苑,面积：18.00㎡,"['楼层：4/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：普通,入住时间：2019-05-06,,地址：信息学院路文劳路交叉口往西200米路北,1100
高新区,【通和明镜台】【精装大次卧】【大学科技园】,通和明镜台,面积：14.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,,地址：电厂路曙光路交叉口,800
高新区,【电厂路通和明镜台】【朝南大飘窗主卧】【大学科技园】,通和明镜台,面积：16.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：电厂路曙光路交叉口,900
高新区,悦如公寓【全新家电】【可月付】【非中介】【面积大】,郭庄盛世新天地,面积：9.00㎡,"['楼层：25/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：药厂街与腊梅路交叉口,830
高新区,【悦如公寓】【家电齐全】【紧邻大学科技园】【地铁首发】,兰寨新城,面积：14.00㎡,"['楼层：14/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：高新区长椿路与药厂街东200米,680
高新区,【悦如公寓】【家电齐全】【紧邻大学科技园】【地铁首发】,兰寨新城,面积：14.00㎡,"['楼层：14/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：高新区长椿路与药厂街东200米,680
金水区,超大面积带阳台 精装修  家具家电全齐,升龙凤凰城C区,面积：20.00㎡,"['楼层：5/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：郑汴路玉凤路交叉口,960
金水区,宽大主卧 精装修  高端住宅 首次出租,永恒理想公元,面积：22.00㎡,"['楼层：17/32层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：中州大道郑汴路向西100米路南,1260
金水区,朝南超大阳台，全新家具家电，免物业宽带,铭轩国际,面积：22.00㎡,"['楼层：10/24层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：中州大道白庄街东南角,1371
金水区,民航地铁口，紧邻曼哈顿，温馨次卧，干净整洁,银基王朝三期,面积：16.00㎡,"['楼层：28/34层', '朝向：东南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：福元路英协路交叉口西200米路南,1160
金水区,【悦如公寓】【曼哈顿广场附近】【民航地铁口】【非中介】(首次出租】【南北通透】带个超级大阳台,滨河绿苑,面积：20.00㎡,"['楼层：15/32层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：英协路商城路交叉口西200米路北,1500
金水区,,天平花园,面积：26.00㎡,"['楼层：3/5层', '朝向：南', '户型：5室1厅1厨2卫']",风格：普通,入住时间：2019-05-08,,地址：建业路福元路向南200米路西,1130
金水区,,宏益华香港城,面积：18.00㎡,"['楼层：19/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：2019-05-01,,地址：南阳路岗杜北街交叉口东南角,1000
金水区,,白庙小区,面积：25.00㎡,"['楼层：30/31层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：2019-05-06,独卫,地址：金水区东风路与文博西路交汇处,1260
金水区,,白庙小区,面积：21.00㎡,"['楼层：16/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：2019-05-05,,地址：金水区东风路与文博西路交汇处,950
高新区,【悦如公寓】【家电齐全】【紧邻大学科技园】【地铁首发】,兰寨新城,面积：18.00㎡,"['楼层：14/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：高新区长椿路与药厂街东200米,1030
高新区,【悦如公寓】【家电齐全】【紧邻大学科技园】【地铁首发】,兰寨新城,面积：16.00㎡,"['楼层：14/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：高新区长椿路与药厂街东200米,1160
高新区,【悦如公寓】【家电齐全】【紧邻大学科技园】【地铁首发】,兰寨新城,面积：16.00㎡,"['楼层：34/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：高新区长椿路与药厂街东200米,830
高新区,悦如公寓 精装 全齐 朝南 主卧,谦祥万和城D区,面积：15.00㎡,"['楼层：24/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,860
高新区,【房租可月付】【非中介】全新家具家电   地铁首站,谦祥万和城A区,面积：10.00㎡,"['楼层：24/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,飘窗,地址：长椿路莲花街交口北150米,830
高新区,【房租可月付】【非中介】全新家具家电   地铁首站,谦祥万和城A区,面积：12.00㎡,"['楼层：24/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：长椿路莲花街交口北150米,700
高新区,非中介 可月付 家具家电全齐 长椿路莲花街 图片真实随时看房,谦祥万和城D区,面积：13.00㎡,"['楼层：21/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,860
高新区,【悦如公寓】【精装全齐】温馨舒适大房间首租！实拍专属管家服务！,谦祥万和城D区,面积：13.00㎡,"['楼层：24/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,830
高新区,【悦如公寓】精装朝南【空间大】高层采光好,谦祥万和城D区,面积：17.00㎡,"['楼层：14/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：长椿路与莲花街交汇处北100米,769
高新区,【悦如公寓】【精装全齐实拍】温馨舒适大卧室首租！,谦祥万和城D区,面积：9.80㎡,"['楼层：17/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,730
高新区,悦如公寓 房间温馨 有独立阳台 可月付,谦祥万和城A区,面积：17.00㎡,"['楼层：11/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：立即入住,飘窗,地址：长椿路莲花街交口北150米,860
高新区,【悦如公寓】精装朝南【空间大】高层采光好,谦祥万和城D区,面积：86.00㎡,"['楼层：24/34层', '朝向：南', '户型：2室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,2000
高新区,【悦如公寓】【精装全齐实拍】温馨舒适大卧室首租！,谦祥万和城D区,面积：17.00㎡,"['楼层：29/34层', '朝向：南', '户型：4室0厅0厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,730
高新区,【悦如公寓】【精装全齐实拍】温馨舒适大卧室首租！,谦祥万和城D区,面积：13.00㎡,"['楼层：29/34层', '朝向：南', '户型：4室0厅0厨1卫']",风格：卡布奇诺,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,430
高新区,主卧带阳台 楼层高 超安静 木地板 地铁口,谦祥万和城A区,面积：16.00㎡,"['楼层：34/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：长椿路莲花街交口北150米,830
高新区,【悦如公寓】【花园洋房】【环境优美】【独立卫生间】,基正盛世港湾（多层）,面积：16.00㎡,"['楼层：5/7层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：高新技术开发区梧桐街与腊梅路交叉口,880
高新区,【悦如公寓】【豪华装修】【宽敞明亮】【非中JIE】【可月付】,升龙又一城1号院,面积：12.00㎡,"['楼层：24/33层', '朝向：南', '户型：4室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：科学大道长椿路交叉口,860
高新区,【悦如公寓】【价位最低最优惠】【适合一个人居住】,升龙又一城2号院,面积：12.00㎡,"['楼层：18/18层', '朝向：南', '户型：4室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,,地址：科学大道与长椿路交叉口,700
高新区,悦如公寓】无中介可季付！大标间，全新家电！厨卫齐全！优质公寓首租！,郭庄盛世新天地,面积：54.00㎡,"['楼层：13/34层', '朝向：北', '户型：1室1厅1厨1卫']",风格：青春派,入住时间：立即入住,独卫,地址：药厂街与腊梅路交叉口,1360
高新区,悦如公寓】无中介可月付！科技园附近！优质公寓首租！,郭庄盛世新天地,面积：11.00㎡,"['楼层：21/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：药厂街与腊梅路交叉口,700
高新区,【悦如公寓】【紧邻地铁】【大学科技园】【可月付】,兰寨新城,面积：13.00㎡,"['楼层：22/32层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：高新区长椿路与药厂街东200米,660
高新区,悦如公寓 精装 家电齐全 可月付 临近科技园,升龙又一城1号院,面积：13.00㎡,"['楼层：16/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,飘窗,地址：科学大道长椿路交叉口,660
高新区,悦如公寓 精装修  全新家具家电  随时看房,谦祥万和城D区,面积：10.00㎡,"['楼层：29/34层', '朝向：南', '户型：4室0厅0厨1卫']",风格：卡布奇诺,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,500
高新区,【悦如公寓】非中介 家具家电齐全 附近交通便利,谦祥万和城D区,面积：11.00㎡,"['楼层：27/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,730
高新区,非中介 可月付 悦如公寓 家具家电全齐 随时看房 新房首租,郭庄盛世新天地,面积：18.00㎡,"['楼层：13/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：药厂街与腊梅路交叉口,760
高新区,【悦如公寓】【精装全齐】温馨舒适大房间首租！实拍专属管家服务！,谦祥万和城D区,面积：12.00㎡,"['楼层：15/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,730
高新区,【悦如公寓】【精装全齐】温馨舒适大房间首租！实拍专属管家服务！,谦祥万和城D区,面积：10.00㎡,"['楼层：25/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,560
高新区,悦如公寓 价格优惠 环境好,谦祥万和城D区,面积：16.00㎡,"['楼层：33/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,1000
高新区,【悦如公寓】非中介 价格优惠 品质好 地铁首发,谦祥万和城D区,面积：84.00㎡,"['楼层：31/34层', '朝向：南', '户型：2室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,2130
高新区,【悦如公寓】精装朝南【空间大】高层采光好,谦祥万和城D区,面积：11.00㎡,"['楼层：24/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,730
高新区,【悦如公寓】精装朝南【空间大】高层采光好,谦祥万和城D区,面积：15.00㎡,"['楼层：33/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,800
高新区,【悦如公寓】精装朝南【空间大】高层采光好,谦祥万和城D区,面积：10.00㎡,"['楼层：33/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,730
高新区,整租三室 可月付 家具家电全齐 工大西门,谦祥万和城D区,面积：86.00㎡,"['楼层：7/34层', '朝向：南', '户型：2室2厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,2100
高新区,【悦如公寓】精装朝南【空间大】高层采光好,西雅图东史马,面积：12.00㎡,"['楼层：7/25层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：牡丹路与莲花街交汇处,1000
高新区,【悦如公寓】【精装全齐实拍】温馨舒适大卧室首租！,谦祥万和城D区,面积：13.00㎡,"['楼层：4/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,800
高新区,【悦如公寓】【精装全齐】温馨舒适大房间首租！实拍专属管家服务！,谦祥万和城D区,面积：10.50㎡,"['楼层：24/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,530
高新区,【悦如公寓】精装朝南【空间大】高层采光好,谦祥万和城D区,面积：84.00㎡,"['楼层：32/34层', '朝向：南', '户型：2室1厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,2000
金水区,,白庙小区,面积：20.00㎡,"['楼层：16/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：2019-05-03,,地址：金水区东风路与文博西路交汇处,1100
金水区,,白庙小区,面积：15.00㎡,"['楼层：21/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：阳光橙,入住时间：2019-05-05,,地址：金水区东风路与文博西路交汇处,1330
金水区,,白庙小区,面积：20.00㎡,"['楼层：12/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：2019-05-11,,地址：金水区东风路与文博西路交汇处,930
金水区,,白庙小区,面积：20.00㎡,"['楼层：17/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：2019-04-30,,地址：金水区东风路与文博西路交汇处,1180
金水区,,白庙小区,面积：15.00㎡,"['楼层：23/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：,入住时间：2019-04-28,,地址：金水区东风路与文博西路交汇处,800
金水区,,宏益华香港城,面积：15.00㎡,"['楼层：17/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：,入住时间：2019-04-30,,地址：南阳路岗杜北街交叉口东南角,1050
金水区,,白庙小区,面积：15.00㎡,"['楼层：19/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：,入住时间：2019-05-03,,地址：金水区东风路与文博西路交汇处,800
金水区,,康苑居,面积：15.00㎡,"['楼层：9/18层', '朝向：南', '户型：4室1厅1厨2卫']",风格：,入住时间：2019-05-01,,地址：花园路三全路交汇处往东500米路北,1130
金水区,,花半里东区,面积：15.00㎡,"['楼层：19/31层', '朝向：东', '户型：3室1厅1厨1卫']",风格：,入住时间：2019-04-30,,地址：花园路和三全路交叉口向东100米路北,1330
金水区,,白庙小区,面积：15.00㎡,"['楼层：15/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：2019-05-06,,地址：金水区东风路与文博西路交汇处,860
金水区,,沃德花园,面积：23.00㎡,"['楼层：3/6层', '朝向：东', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：2019-05-01,飘窗,地址：金水区东风路信息学院路交叉口向南100米路西,1130
金水区,,汉飞城市公园二期,面积：9.00㎡,"['楼层：4/6层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：2019-04-29,,地址：花园路与宏明路交叉口路西500米,800
金水区,,汉飞城市公园二期,面积：12.00㎡,"['楼层：4/6层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：2019-05-03,,地址：花园路与宏明路交叉口路西500米,860
金水区,,维也纳森林,面积：13.58㎡,"['楼层：16/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：纽约故事,入住时间：2019-04-27,,地址：中州大道和北环路交会处北100米路西,1160
金水区,,丰源官邸,面积：28.00㎡,"['楼层：10/18层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：2019-05-13,独卫,地址：未来路商城路交叉口东50米路北,1480
金水区,,银基王朝四期,面积：20.00㎡,"['楼层：7/33层', '朝向：东南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：2019-04-28,飘窗,地址：金水区福元路与英协路交叉口向西200米路西,1460
金水区,,银基王朝四期,面积：23.00㎡,"['楼层：7/33层', '朝向：东南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：2019-05-04,,地址：金水区福元路与英协路交叉口向西200米路西,1780
金水区,,博瑞花园,面积：23.00㎡,"['楼层：5/18层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：2019-05-07,,地址：英协路与凤鸣路150米路北,1260
金水区,,风雅颂天骄学府北区,面积：33.00㎡,"['楼层：3/7层', '朝向：南', '户型：4室1厅1厨2卫']",风格：普通,入住时间：2019-04-15,,地址：金水区花园路与新柳路交叉口100米路北,1300
金水区,,豫武康居花园,面积：16.00㎡,"['楼层：9/25层', '朝向：南', '户型：4室1厅1厨2卫']",风格：普通,入住时间：2019-04-27,,地址：丰庆路三全路交叉口向北200米,1000
金水区,,豫武康居花园,面积：21.00㎡,"['楼层：23/25层', '朝向：西南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：2019-04-28,,地址：丰庆路三全路交叉口向北200米,860
金水区,,东岸尚景,面积：15.30㎡,"['楼层：8/26层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：2019-05-06,飘窗,地址：三全路与渠东路交叉口向东100米路南,1060
金水区,,白庙小区,面积：88.57㎡,"['楼层：26/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：2019-05-13,,地址：金水区东风路与文博西路交汇处,3330
金水区,,白庙小区,面积：25.00㎡,"['楼层：16/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：2019-04-28,,地址：金水区东风路与文博西路交汇处,1180
金水区,,白庙小区,面积：20.00㎡,"['楼层：13/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：2019-05-02,,地址：金水区东风路与文博西路交汇处,980
金水区,,东岸尚景,面积：22.30㎡,"['楼层：16/26层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：2019-04-20,,地址：三全路与渠东路交叉口向东100米路南,900
